Study_Hours,Attendance_Percentage,Assignment_Score,Quiz_Score,Project_Score,Midterm_Exam,Course_Work_Score,Final_Exam_Score,Status
8.9,77.0,54.6,52.8,65.2,56.7,58.3,58.0,Pass
7.9,68.3,60.1,49.6,52.7,72.4,54.0,68.3,Pass
4.8,70.2,48.3,43.8,68.7,53.8,55.1,44.6,Pass
16.9,78.8,91.3,80.5,97.0,89.1,90.3,82.3,Pass
6.7,72.3,54.8,54.0,56.4,56.7,55.2,57.7,Pass
25.0,89.6,93.4,91.7,100.0,100.0,95.5,100.0,Pass
3.2,69.8,48.7,31.6,53.2,26.6,45.4,29.0,Fail
9.4,75.6,63.0,65.7,68.2,64.5,65.9,59.1,Pass
11.4,75.2,76.5,59.4,74.3,61.0,70.5,60.7,Pass
3.2,56.6,43.4,41.5,49.5,48.6,45.3,36.8,Fail
5.7,63.3,53.8,33.6,57.2,40.5,49.1,44.3,Fail
2.4,56.7,28.6,40.3,35.1,32.3,34.7,39.8,Fail
12.9,86.9,62.6,52.3,76.8,61.5,65.2,51.8,Pass
6.3,73.8,51.7,43.7,51.0,58.2,49.0,47.1,Pass
3.8,64.9,47.9,40.8,52.2,56.1,47.5,54.1,Pass
11.5,69.3,57.7,73.3,71.7,59.0,68.0,59.3,Pass
6.6,61.6,53.9,50.8,56.1,44.3,53.8,53.8,Pass
10.6,73.7,59.1,69.7,70.3,74.8,66.8,68.1,Pass
8.6,85.1,76.3,59.3,69.0,62.6,68.3,70.6,Pass
3.5,64.2,44.6,28.8,60.2,43.0,46.1,40.1,Fail
4.7,75.3,55.4,34.2,57.2,52.7,49.8,55.0,Pass
3.9,66.9,46.1,47.2,42.6,42.5,45.0,41.4,Fail
3.0,68.1,45.7,29.6,44.3,37.7,40.3,44.2,Fail
2.0,58.6,46.0,20.2,46.1,26.4,38.3,41.6,Fail
18.8,81.0,83.0,67.8,94.8,79.0,83.2,93.5,Pass
7.8,62.7,50.2,50.2,58.2,36.4,53.4,52.7,Fail
8.5,72.6,61.5,44.7,62.9,59.0,57.0,51.2,Pass
12.2,72.7,64.9,71.3,60.7,70.9,65.1,68.8,Pass
4.7,68.5,54.6,46.3,65.5,51.1,56.5,33.6,Fail
2.6,55.2,50.9,36.2,34.6,44.7,40.0,39.0,Fail
10.1,75.8,70.9,59.7,55.7,66.0,61.5,69.3,Pass
2.9,64.8,36.7,43.0,41.9,28.5,40.7,22.3,Fail
9.9,73.0,37.5,60.6,64.5,56.5,55.2,72.6,Pass
2.3,65.9,62.4,29.2,45.5,29.5,45.7,27.4,Fail
2.7,61.3,48.0,47.6,41.1,31.2,45.1,39.2,Fail
4.4,95.7,60.5,54.3,54.9,60.2,56.4,48.3,Pass
9.7,75.4,56.3,51.6,75.9,62.6,62.7,58.7,Pass
15.7,79.7,58.9,76.4,78.4,72.8,72.0,56.4,Pass
8.5,76.1,43.8,40.7,66.0,64.7,51.8,58.7,Pass
4.5,61.2,44.7,47.9,62.6,42.5,52.8,30.8,Fail
11.1,68.9,64.1,59.2,79.4,57.7,68.8,67.3,Pass
2.2,69.0,58.6,17.8,42.2,41.7,39.8,28.8,Fail
3.6,71.4,50.6,58.8,52.2,58.7,53.7,39.6,Fail
7.0,77.9,62.7,38.1,65.9,49.0,56.6,49.9,Pass
10.3,61.0,54.6,58.1,60.8,51.4,58.1,63.0,Pass
5.9,66.1,48.0,57.2,47.9,54.3,50.7,48.7,Pass
5.5,69.2,40.0,20.9,33.0,48.2,31.5,41.9,Fail
5.7,72.6,43.4,47.8,63.0,46.9,52.6,49.8,Pass
12.1,78.7,57.9,69.3,82.0,65.4,71.0,70.3,Pass
4.0,58.0,42.5,48.3,51.1,43.6,47.7,34.7,Fail
3.4,68.2,33.9,50.5,46.5,33.5,43.9,16.8,Fail
5.6,69.3,45.5,53.0,48.8,46.4,49.1,55.4,Pass
13.1,78.3,69.4,60.4,73.4,66.0,68.3,65.2,Pass
4.3,56.4,26.3,42.7,53.0,33.7,41.9,41.2,Fail
5.7,59.4,61.1,60.5,56.1,50.4,58.9,49.0,Pass
2.2,77.1,61.8,50.5,36.1,60.4,48.1,32.1,Fail
5.8,74.8,62.3,40.5,68.4,37.1,58.2,38.3,Fail
7.6,68.6,58.9,58.5,62.8,63.2,60.3,41.8,Pass
2.9,63.1,47.3,49.4,38.7,42.0,44.5,24.5,Fail
12.1,92.3,76.1,56.8,80.0,38.1,71.9,58.3,Pass
7.6,69.5,56.7,48.9,59.5,51.5,55.5,54.7,Pass
4.8,64.8,50.5,39.2,52.1,76.2,47.8,63.2,Pass
7.6,62.8,40.8,55.7,46.6,35.0,47.6,43.5,Fail
8.8,68.7,59.1,47.8,58.5,68.1,55.5,49.9,Pass
1.8,48.7,42.2,25.5,27.9,35.4,31.5,29.3,Fail
7.8,73.5,60.4,60.4,68.7,49.5,63.7,50.9,Pass
12.8,85.4,80.4,53.7,69.7,77.5,68.1,73.7,Pass
4.0,75.0,62.3,44.2,61.9,50.8,56.7,44.8,Pass
4.8,60.1,43.4,34.0,52.5,42.9,44.2,56.9,Fail
5.3,48.0,35.9,48.5,41.6,39.7,42.0,42.9,Fail
10.3,75.1,73.2,50.9,61.8,59.8,62.0,49.0,Pass
3.2,74.4,54.0,41.0,52.6,47.1,49.5,40.9,Fail
8.6,57.5,49.9,26.8,62.8,56.1,48.1,40.6,Fail
5.4,63.5,48.1,42.8,56.7,55.7,50.0,50.6,Pass
16.1,82.2,74.4,69.4,83.8,80.4,76.7,82.7,Pass
5.6,60.0,51.4,43.0,49.6,49.5,48.2,34.1,Fail
1.1,47.5,47.9,41.0,44.1,19.5,44.3,19.2,Fail
9.5,65.5,51.5,57.7,48.7,43.6,52.2,51.3,Pass
8.3,65.4,58.6,53.2,60.1,51.8,57.6,66.8,Pass
7.4,53.8,53.0,38.1,52.5,38.0,48.3,30.8,Fail
12.6,83.7,54.4,82.9,62.4,74.8,66.2,73.8,Pass
2.0,74.8,66.5,21.6,48.6,43.3,45.9,37.5,Fail
3.6,64.6,48.3,28.3,60.0,42.0,47.0,35.2,Fail
6.5,73.6,64.3,40.8,62.4,47.8,56.5,45.2,Pass
7.1,56.7,38.3,46.5,57.1,41.8,48.3,36.4,Fail
5.9,65.9,67.0,44.8,52.3,55.4,54.5,50.9,Pass
2.2,58.0,39.0,27.5,30.5,45.4,32.2,31.1,Fail
4.9,69.2,32.1,44.7,59.9,47.6,47.0,38.7,Fail
15.5,57.0,56.7,73.8,63.4,66.3,64.5,79.0,Pass
3.1,61.3,34.8,37.6,41.9,46.7,38.5,43.6,Fail
6.4,72.7,48.4,35.9,46.1,40.2,43.7,54.2,Fail
8.6,72.2,48.5,51.0,69.2,48.7,57.5,48.4,Pass
10.2,78.5,70.4,49.7,69.8,69.8,64.0,77.9,Pass
9.5,66.6,60.4,40.0,60.2,43.3,54.2,44.0,Fail
4.6,42.9,46.2,36.2,47.4,26.5,43.7,27.0,Fail
3.6,73.1,52.6,33.1,48.7,55.1,45.2,28.1,Fail
16.2,85.5,76.1,69.0,77.0,68.3,74.3,68.2,Pass
10.7,85.4,54.5,63.7,59.8,65.8,59.4,75.7,Pass
6.8,68.8,42.1,50.0,45.0,68.4,45.6,47.5,Pass
13.8,79.9,59.8,76.2,80.3,81.4,72.9,80.5,Pass
2.2,81.3,40.1,24.7,58.2,33.1,42.7,19.7,Fail
2.6,48.3,53.2,31.0,30.3,37.3,37.4,30.3,Fail
1.1,64.9,29.7,42.8,40.5,40.3,38.0,7.7,Fail
7.1,78.3,69.5,35.1,62.4,44.8,56.3,42.3,Fail
7.3,70.5,47.3,47.1,51.8,58.8,49.0,57.0,Pass
2.4,63.4,33.0,37.9,37.6,50.7,36.3,44.9,Fail
10.5,60.7,62.6,43.4,62.2,73.0,56.7,67.8,Pass
1.5,73.5,55.2,30.6,43.2,42.9,43.0,49.7,Fail
8.0,78.2,46.5,41.4,60.1,64.9,50.4,55.6,Pass
9.1,81.2,61.8,57.8,57.4,54.8,58.8,59.9,Pass
7.0,68.2,64.0,25.0,53.6,66.0,48.1,54.9,Pass
2.2,60.1,49.7,28.0,42.5,28.4,40.3,38.1,Fail
12.6,75.1,55.4,55.0,66.2,63.4,59.6,70.7,Pass
4.7,79.2,51.5,53.3,63.0,47.1,56.6,45.0,Pass
4.7,63.6,35.6,27.2,44.0,38.8,36.4,53.5,Fail
4.2,76.9,54.5,55.1,60.4,38.6,57.0,33.2,Fail
9.7,70.5,61.9,60.7,42.1,58.9,53.6,64.6,Pass
4.6,58.7,51.3,49.2,48.6,57.8,49.6,44.9,Fail
2.9,46.9,32.2,29.3,24.5,28.6,28.2,15.2,Fail
11.2,78.0,60.2,55.4,76.2,61.7,65.2,63.4,Pass
6.3,73.7,62.6,40.2,72.0,64.6,59.6,60.0,Pass
11.4,64.5,70.4,61.4,65.2,46.1,65.6,56.7,Pass
6.6,79.7,70.5,46.3,73.4,62.4,64.4,44.6,Pass
4.0,53.7,55.5,30.0,41.1,37.2,42.1,35.3,Fail
1.7,67.7,30.5,32.5,49.8,42.2,38.8,15.9,Fail
7.1,74.6,66.4,52.6,66.0,58.1,62.1,59.5,Pass
5.4,75.1,53.1,34.3,54.1,62.0,47.9,40.5,Fail
9.9,56.1,62.4,42.2,58.9,45.6,54.9,57.9,Pass
4.5,73.9,48.5,55.5,54.9,36.9,53.2,40.9,Fail
8.2,68.7,49.7,42.1,59.3,58.6,51.3,38.5,Fail
6.4,65.0,50.0,58.4,55.9,41.2,54.9,41.9,Fail
3.8,71.2,49.5,36.4,65.6,51.8,52.0,39.9,Fail
4.7,73.3,53.7,31.5,67.5,50.8,52.6,37.6,Fail
2.5,47.1,46.9,44.6,46.6,37.9,46.1,37.2,Fail
16.8,69.8,66.2,85.1,90.6,75.4,81.6,63.8,Pass
8.1,79.3,51.0,47.4,53.4,58.5,50.9,46.5,Pass
2.4,66.7,31.8,46.8,49.9,38.6,43.5,32.5,Fail
16.3,81.0,75.1,72.0,85.9,97.5,78.5,100.0,Pass
3.1,55.8,35.9,37.2,39.8,35.7,37.8,41.9,Fail
4.4,68.8,46.8,44.7,65.7,40.1,53.7,35.5,Fail
5.6,76.5,54.3,46.6,67.5,60.8,57.3,45.0,Pass
6.5,86.3,44.6,51.8,63.0,48.8,54.1,60.7,Pass
9.7,68.8,55.6,53.6,56.5,76.7,55.4,71.8,Pass
1.4,68.7,46.3,30.1,34.3,22.8,36.6,25.0,Fail
6.6,82.8,58.6,43.8,53.3,71.8,52.0,65.0,Pass
5.4,54.9,44.3,30.3,59.3,43.1,46.1,49.6,Fail
7.2,83.0,59.0,34.6,59.8,52.7,52.0,47.9,Pass
5.3,68.0,48.8,42.8,60.3,63.6,51.6,52.1,Pass
4.8,66.4,41.5,34.6,52.3,43.0,43.8,27.1,Fail
6.0,62.9,41.5,29.2,36.7,37.5,35.9,45.6,Fail
15.8,76.0,95.9,61.4,78.8,77.9,78.7,81.8,Pass
4.9,59.9,52.8,36.0,43.0,49.5,43.8,39.4,Fail
12.2,67.0,73.2,53.6,73.9,65.3,67.6,57.3,Pass
7.0,72.0,60.4,60.9,64.5,52.6,62.2,41.4,Pass
6.8,77.1,67.9,43.9,59.3,51.7,57.3,61.5,Pass
7.2,60.3,57.1,58.9,65.4,57.2,61.0,60.0,Pass
8.6,64.8,39.8,43.4,63.5,44.8,50.4,71.2,Pass
5.1,68.2,44.0,47.6,48.2,52.0,46.8,35.5,Fail
11.8,65.2,65.1,48.3,69.4,77.6,61.8,70.6,Pass
8.6,72.3,60.6,67.4,55.7,72.7,60.7,56.8,Pass
2.7,61.1,44.8,47.2,42.6,53.1,44.6,29.2,Fail
1.1,48.2,27.7,36.2,39.9,23.0,35.1,26.0,Fail
15.6,82.5,71.5,87.7,79.0,97.6,79.4,100.0,Pass
7.4,64.4,56.1,55.2,46.1,52.0,51.8,51.1,Pass
2.5,71.2,46.7,42.2,50.8,45.5,47.0,42.4,Fail
4.9,64.3,55.3,29.7,49.2,44.6,45.2,53.8,Fail
10.7,67.1,52.9,34.1,56.7,54.5,48.8,55.6,Pass
5.8,66.7,55.5,32.8,46.1,49.2,44.9,39.6,Fail
6.1,77.3,50.8,32.6,55.4,58.8,47.2,62.0,Pass
9.6,86.3,62.2,50.5,69.3,70.1,61.5,61.0,Pass
7.8,74.1,57.4,60.5,58.3,61.4,58.7,69.1,Pass
8.9,66.0,43.7,41.5,59.5,48.9,49.4,55.0,Pass
9.6,71.8,61.8,49.9,61.3,59.2,58.0,60.2,Pass
4.1,64.1,57.5,40.6,54.4,45.9,51.2,45.5,Fail
4.3,64.0,38.1,41.3,46.6,29.7,42.5,30.5,Fail
3.7,62.4,61.0,33.4,38.1,46.7,43.6,36.0,Fail
4.5,57.7,41.1,50.0,38.2,47.4,42.6,33.2,Fail
6.0,75.0,59.2,47.2,53.5,65.1,53.3,45.4,Pass
6.2,74.3,44.1,48.8,63.9,48.8,53.4,40.2,Fail
13.6,76.5,87.4,86.3,68.9,75.0,79.7,77.5,Pass
7.6,79.2,50.5,67.2,62.8,59.4,60.4,54.5,Pass
6.0,71.9,55.2,46.3,58.5,57.4,53.8,49.6,Pass
3.2,54.9,38.6,40.7,34.5,34.6,37.6,25.2,Fail
5.3,63.5,49.3,34.2,49.1,56.9,44.7,57.4,Pass
16.2,91.3,80.7,54.7,84.7,81.3,74.5,97.2,Pass
16.1,76.4,72.5,75.7,75.8,82.8,74.8,81.5,Pass
5.3,60.8,43.4,32.3,53.3,38.3,44.0,40.1,Fail
1.9,68.1,43.9,41.3,49.1,28.9,45.2,38.7,Fail
4.9,63.6,48.3,61.0,51.6,46.4,53.4,52.4,Pass
13.7,80.9,74.3,48.5,81.5,65.7,69.4,78.2,Pass
6.0,66.9,55.9,24.4,54.2,38.3,45.8,50.2,Fail
9.6,65.1,65.2,44.1,62.4,57.6,57.8,48.7,Pass
6.4,62.1,55.9,51.9,55.5,37.8,54.5,36.4,Fail
2.3,49.3,40.4,43.6,32.3,32.0,38.1,44.7,Fail
6.5,59.0,48.6,51.3,55.8,49.3,52.3,46.4,Fail
10.4,77.5,51.8,59.8,60.4,74.9,57.6,66.6,Pass
4.4,74.9,52.5,43.6,51.8,46.6,49.6,53.8,Pass
10.2,67.4,69.4,55.4,67.8,64.8,64.6,56.1,Pass
6.8,57.2,44.6,54.9,54.2,38.2,51.5,46.5,Fail
9.9,81.0,58.8,51.2,56.0,52.9,55.4,73.9,Pass
7.8,78.7,69.7,52.2,53.2,66.1,57.8,53.5,Pass
3.4,69.9,60.8,29.6,44.2,36.1,44.8,24.9,Fail
5.4,54.9,40.6,43.8,48.7,35.5,44.8,30.5,Fail
5.3,70.5,72.2,44.4,65.7,39.7,61.3,38.2,Fail
4.3,69.6,52.8,65.1,48.2,45.1,54.6,35.0,Fail
7.5,76.2,65.2,37.2,54.5,61.1,52.5,58.2,Pass
17.8,82.6,77.6,83.2,76.9,67.9,79.0,82.4,Pass
11.8,68.2,66.1,53.4,69.7,89.0,63.7,87.9,Pass
12.7,72.0,70.4,68.4,77.5,70.8,72.6,69.4,Pass
4.1,74.3,43.3,49.3,58.3,39.6,51.1,42.4,Fail
12.8,78.4,82.3,60.2,69.2,70.0,70.4,71.5,Pass
15.1,67.7,70.2,55.9,62.4,64.9,62.8,78.3,Pass
4.0,78.5,47.5,33.9,53.5,48.5,45.8,36.8,Fail
8.4,79.3,51.3,54.3,72.0,53.0,60.5,51.7,Pass
8.5,83.5,66.5,48.1,68.3,62.4,61.7,69.4,Pass
5.6,75.8,56.0,44.2,46.7,46.8,48.7,51.6,Fail
7.1,61.1,44.7,34.7,52.3,54.8,44.7,58.0,Pass
8.7,73.1,60.5,57.0,54.6,74.9,57.1,59.5,Pass
5.8,71.8,57.0,37.7,57.8,43.4,51.5,56.5,Pass
11.5,63.0,58.7,52.3,63.1,62.4,58.5,58.2,Pass
2.7,53.9,44.6,46.3,40.8,43.5,43.6,30.2,Fail
5.2,72.2,52.1,45.8,49.4,60.2,49.1,48.4,Pass
9.7,78.2,61.1,62.7,68.1,67.4,64.4,74.0,Pass
16.8,99.1,75.7,68.1,94.7,81.8,81.0,82.2,Pass
11.9,72.2,67.1,61.7,79.5,56.7,70.4,52.9,Pass
7.1,55.1,34.1,48.3,52.3,51.5,45.6,58.3,Pass
6.0,66.0,63.3,36.0,64.0,54.4,55.4,42.4,Pass
5.4,73.2,62.3,45.7,48.9,54.7,52.0,56.8,Pass
5.4,63.6,41.7,39.0,47.7,52.3,43.3,39.9,Fail
1.7,62.9,30.8,36.9,34.8,25.3,34.2,25.7,Fail
16.4,74.5,84.5,57.8,76.1,74.0,73.1,93.0,Pass
6.3,77.1,54.4,38.7,50.4,51.3,48.1,60.0,Pass
3.9,70.6,49.5,28.7,62.0,46.0,48.3,52.8,Fail
8.3,63.4,55.8,38.8,54.7,56.1,50.3,50.0,Pass
4.1,60.7,35.9,33.6,45.0,44.9,38.8,42.0,Fail
10.9,67.6,68.4,60.5,54.3,45.9,60.4,60.5,Pass
4.0,49.9,46.6,37.1,30.1,26.8,37.2,36.9,Fail
10.0,65.9,59.9,54.3,73.7,60.7,63.7,59.7,Pass
5.4,52.3,28.3,31.2,43.0,43.7,35.0,52.9,Fail
7.7,76.7,62.4,50.9,77.3,55.9,64.9,44.4,Pass
10.4,80.6,68.0,69.3,67.0,70.7,68.0,75.1,Pass
4.6,63.1,47.4,43.6,40.6,50.7,43.5,44.8,Fail
10.3,74.0,70.5,63.5,66.5,54.3,66.8,82.7,Pass
1.8,70.7,53.8,32.1,48.0,23.4,45.0,27.8,Fail
14.5,83.7,76.8,63.5,78.7,74.1,73.6,67.8,Pass
11.3,89.6,57.4,67.0,70.3,77.8,65.4,70.5,Pass
6.1,69.4,42.9,37.3,42.6,52.1,41.1,39.7,Fail
12.4,86.5,65.2,62.8,62.3,70.7,63.3,81.8,Pass
11.7,74.8,63.9,61.1,76.2,78.9,68.0,68.2,Pass
6.5,66.8,59.8,42.5,69.5,69.7,58.5,53.6,Pass
6.4,73.1,57.4,39.8,55.0,58.5,51.2,51.4,Pass
3.6,68.7,46.5,34.2,36.3,57.2,38.7,37.0,Fail
6.7,63.2,57.4,33.1,63.1,35.5,52.4,36.8,Fail
2.3,56.2,35.3,36.6,35.4,37.4,35.7,20.9,Fail
9.9,72.5,66.6,62.4,67.0,58.0,65.5,42.6,Pass
10.0,56.9,58.9,46.7,55.2,63.0,53.8,57.6,Pass
1.8,59.7,45.7,58.5,39.5,27.2,47.1,23.6,Fail
13.7,68.6,74.7,55.5,65.4,70.0,65.2,63.4,Pass
4.4,60.7,46.6,33.2,57.9,36.9,47.1,41.1,Fail
25.0,83.8,79.2,97.9,100.0,100.0,93.1,100.0,Pass
7.4,75.0,52.0,55.6,60.9,52.1,56.6,54.6,Pass
13.8,80.1,77.9,71.4,75.8,61.7,75.1,71.5,Pass
3.5,64.6,41.9,48.5,49.7,47.2,47.0,53.8,Fail
5.4,63.4,44.5,34.3,42.1,53.7,40.5,42.6,Fail
4.6,73.8,51.8,46.9,56.8,40.3,52.3,49.1,Fail
2.2,69.8,54.1,24.7,56.5,44.9,46.2,58.1,Pass
2.7,62.4,47.8,46.1,47.3,41.0,47.1,43.6,Fail
6.0,78.0,69.3,56.7,65.7,54.9,64.1,42.4,Pass
8.1,68.2,59.9,59.3,56.2,37.0,58.2,39.9,Fail
3.2,65.5,49.0,37.9,50.6,51.8,46.3,32.2,Fail
5.2,61.6,47.0,51.1,47.2,49.8,48.3,48.2,Fail
4.1,61.8,34.3,41.0,34.5,45.4,36.4,32.8,Fail
6.2,62.4,52.3,56.7,51.1,53.7,53.1,48.7,Pass
9.5,76.9,62.4,52.3,72.4,64.3,63.4,46.2,Pass
6.9,71.3,60.5,45.1,48.5,66.5,51.1,69.9,Pass
4.5,57.0,48.5,43.0,58.9,52.6,51.0,40.5,Fail
11.5,78.3,68.6,48.5,65.6,63.0,61.4,70.1,Pass
8.0,83.9,70.3,51.4,69.1,85.0,64.2,61.9,Pass
7.0,63.1,50.8,45.7,64.8,57.9,54.9,44.2,Pass
3.3,58.2,50.8,24.8,58.8,55.7,46.2,50.8,Fail
10.8,73.0,73.8,57.9,78.7,66.7,71.0,64.2,Pass
8.4,81.1,56.7,58.2,57.6,62.2,57.5,49.9,Pass
8.7,66.9,54.2,58.4,66.9,46.5,60.5,55.1,Pass
5.7,81.6,49.7,34.5,53.0,36.2,46.5,49.6,Fail
5.0,57.5,36.4,49.5,40.1,44.9,41.8,40.0,Fail
16.5,81.3,92.1,52.9,78.8,77.9,75.0,71.7,Pass
5.0,52.4,71.2,30.9,59.3,44.9,54.4,51.8,Pass
2.8,55.9,44.1,53.5,40.1,33.0,45.3,39.0,Fail
7.2,66.9,51.8,49.0,50.3,59.5,50.4,46.2,Pass
6.5,70.0,67.9,37.4,69.1,59.1,59.2,48.3,Pass
11.8,84.1,73.6,49.7,71.6,85.3,65.6,74.7,Pass
5.9,61.5,44.2,32.0,55.3,67.7,45.0,62.0,Pass
9.3,74.5,53.9,45.6,55.6,66.9,52.1,64.7,Pass
14.3,66.4,75.1,71.8,69.2,91.0,71.8,89.8,Pass
8.1,77.8,62.6,57.2,60.9,63.3,60.3,54.9,Pass
3.4,74.6,58.2,50.7,48.2,48.5,52.0,49.7,Pass
1.7,70.3,50.1,26.8,46.1,29.1,41.5,38.0,Fail
8.3,78.2,50.3,34.9,54.7,58.5,47.4,61.1,Pass
5.2,65.5,43.9,48.6,50.1,44.6,47.8,29.2,Fail
7.5,71.2,49.3,48.7,65.2,46.4,55.5,54.6,Pass
6.5,67.0,54.8,38.9,43.3,36.3,45.4,44.5,Fail
2.8,63.0,43.5,45.9,44.5,40.3,44.6,58.1,Fail
5.9,61.1,46.5,54.9,47.6,38.7,49.5,46.0,Fail
3.3,66.2,44.0,54.3,43.4,42.3,46.8,31.8,Fail
4.8,69.1,55.7,33.6,66.4,53.3,53.4,51.1,Pass
10.8,80.8,64.4,70.0,78.5,60.2,71.7,58.8,Pass
6.8,71.3,49.5,51.3,52.6,42.4,51.3,46.3,Fail
9.0,77.8,50.9,48.6,52.7,48.7,50.9,42.4,Fail
7.1,62.6,45.8,57.2,64.1,46.2,56.5,53.4,Pass
5.4,77.9,62.7,38.4,60.3,45.1,54.4,34.0,Fail
7.5,67.1,49.8,42.6,48.0,41.2,46.9,49.4,Fail
2.0,46.0,52.3,39.0,33.9,41.2,40.9,28.1,Fail
9.9,68.8,65.5,48.4,64.0,65.3,59.8,59.7,Pass
3.8,69.2,41.8,44.3,61.2,31.0,50.3,38.9,Fail
8.7,71.1,53.8,47.4,57.5,48.3,53.4,42.6,Fail
5.3,50.8,29.0,40.9,47.3,50.2,39.9,51.4,Fail
2.8,65.1,41.6,39.7,41.7,28.7,41.1,28.3,Fail
4.2,66.1,63.8,32.1,55.3,34.9,50.9,47.3,Fail
8.7,62.7,69.3,51.7,48.5,53.8,55.7,44.6,Pass
19.4,87.8,98.0,74.9,95.4,85.5,90.0,94.0,Pass
6.2,66.4,57.2,36.6,56.4,67.9,50.7,52.5,Pass
18.2,66.2,74.8,61.6,73.1,85.6,70.2,96.3,Pass
2.0,68.0,45.2,26.5,22.3,40.5,30.4,45.1,Fail
5.6,68.1,56.0,38.9,65.3,47.9,54.6,54.1,Pass
6.2,79.5,56.1,53.7,46.2,62.5,51.4,60.0,Pass
9.0,63.9,50.9,38.5,66.8,58.1,53.5,50.3,Pass
4.4,63.4,47.2,41.3,43.2,39.7,43.8,39.0,Fail
7.9,78.0,48.4,55.3,62.5,43.9,56.1,60.4,Pass
5.7,59.5,54.0,51.4,55.5,41.5,53.8,37.2,Fail
12.7,83.5,63.2,58.9,84.0,69.7,70.2,70.3,Pass
7.2,77.1,62.1,51.6,52.8,60.6,55.2,35.2,Fail
24.9,92.4,88.9,82.5,100.0,100.0,91.4,100.0,Pass
5.8,65.6,49.9,32.4,45.9,47.4,43.0,42.6,Fail
12.3,69.6,67.7,62.7,60.9,68.7,63.5,68.7,Pass
14.5,71.6,69.2,83.4,73.6,65.3,75.2,75.8,Pass
0.8,63.4,45.7,38.6,48.2,27.2,44.6,8.7,Fail
9.9,48.9,58.1,38.1,73.6,37.0,58.3,65.8,Pass
2.8,58.9,39.9,25.7,42.2,31.7,36.6,29.4,Fail
5.6,61.2,44.8,48.2,49.7,50.1,47.8,42.3,Fail
3.1,55.8,37.7,42.3,42.9,44.6,41.2,27.8,Fail
12.8,76.8,62.2,62.9,71.6,65.3,66.2,57.4,Pass
4.5,53.6,61.9,36.4,50.2,50.6,49.6,48.8,Fail
1.9,71.9,40.3,41.9,37.9,53.7,39.8,42.7,Fail
7.3,76.1,66.2,40.8,41.6,63.0,48.7,56.2,Pass
13.9,87.6,75.4,76.7,75.7,89.4,75.9,82.7,Pass
3.1,59.5,41.2,39.9,58.3,31.3,47.6,34.4,Fail
10.6,74.4,65.1,49.7,66.7,50.8,61.1,62.4,Pass
1.5,68.4,45.6,34.6,44.1,46.0,41.7,30.1,Fail
14.5,76.4,57.9,97.2,72.6,91.3,75.6,86.7,Pass
8.2,65.3,55.4,46.7,52.8,69.8,51.8,57.5,Pass
2.9,64.4,45.2,42.5,45.6,25.8,44.6,19.8,Fail
10.1,70.5,58.7,62.4,63.5,63.1,61.7,65.0,Pass
4.7,57.1,29.5,41.3,45.3,32.8,39.4,26.9,Fail
3.6,45.3,38.1,30.6,41.6,34.1,37.2,22.7,Fail
4.6,58.1,59.5,33.1,50.4,49.9,47.9,49.1,Fail
9.5,52.5,59.2,47.5,56.3,57.6,54.5,48.9,Pass
3.4,57.1,35.5,35.5,51.5,26.0,41.9,21.9,Fail
1.1,72.7,51.2,47.1,59.7,37.6,53.4,27.0,Fail
4.8,51.0,36.0,52.7,32.5,37.8,39.6,30.0,Fail
13.1,79.3,72.1,79.9,69.3,82.8,73.3,94.9,Pass
13.0,85.4,73.8,61.8,59.6,67.7,64.5,71.4,Pass
4.6,52.9,42.1,47.8,49.0,43.6,46.6,43.9,Fail
4.5,79.8,61.3,47.4,65.0,47.0,58.6,53.2,Pass
4.3,64.5,54.0,30.9,51.0,59.2,45.9,46.9,Fail
4.2,75.9,45.0,29.9,52.9,52.5,43.6,54.5,Fail
4.4,67.4,46.7,38.6,46.1,44.0,44.0,47.0,Fail
7.6,65.4,48.0,46.8,56.8,50.0,51.2,54.4,Pass
13.3,52.7,57.8,49.4,62.9,63.9,57.3,67.2,Pass
3.4,55.2,48.6,47.4,52.6,59.5,49.8,50.6,Pass
3.9,70.1,48.7,54.5,64.6,51.5,56.8,25.5,Fail
8.1,82.0,69.0,51.6,75.4,62.8,66.3,57.3,Pass
9.8,60.5,45.1,65.5,73.4,65.4,62.5,57.6,Pass
2.3,62.3,45.5,39.5,49.2,43.6,45.2,34.9,Fail
16.1,75.8,81.6,51.7,81.3,84.1,72.5,91.9,Pass
5.3,69.7,52.3,25.8,53.2,52.9,44.7,45.2,Fail
2.4,63.6,33.0,39.2,46.0,30.2,40.1,23.9,Fail
2.2,59.7,33.9,33.4,44.3,25.1,37.9,9.4,Fail
2.1,67.6,51.7,28.1,56.1,44.6,46.4,34.6,Fail
12.1,69.0,60.6,62.8,65.3,70.5,63.1,75.6,Pass
6.8,68.2,47.8,66.7,47.5,49.2,53.4,47.2,Pass
12.2,80.8,65.9,62.7,70.9,64.8,66.9,69.6,Pass
6.1,61.5,48.6,40.0,45.3,52.3,44.7,45.9,Fail
12.0,71.5,74.9,53.0,67.8,71.3,65.5,73.5,Pass
6.0,62.7,36.8,33.2,38.1,33.6,36.2,42.5,Fail
9.0,74.4,64.9,60.7,63.5,61.3,63.1,58.0,Pass
6.3,70.4,65.4,42.6,51.1,50.0,52.8,35.8,Fail
